1,666
8,736
11,210
24,40
24,917
24,949
25,948
25,949
29,1355
32,48
33,1481
43,168
47,51
51,1358
55,1345
56,1345
61,782
78,687
81,117
81,581
96,144
98,105
117,44
130,176
135,269
135,359
148,45
150,103
152,238
155,529
160,260
160,521
160,522
161,523
162,523
162,1305
163,1305
163,1306
166,225
172,522
173,522
174,88
174,523
175,196
176,200
182,513
182,523
189,210
190,523
191,522
191,523
191,801
192,465
193,38
196,243
197,1324
198,1324
199,77
200,270
200,597
202,741
211,459
211,534
212,459
212,584
216,461
217,461
217,530
218,530
218,531
218,1353
218,1354
219,531
219,1355
225,191
226,458
226,460
226,461
227,322
229,458
229,460
235,1375
239,203
240,529
242,253
244,530
244,531
245,264
245,530
245,531
246,531
250,486
252,486
252,527
252,528
252,529
254,530
255,530
258,240
262,1145
263,486
268,484
271,219
280,1024
280,1026
281,1023
281,1024
282,579
284,1023
294,1025
294,1027
299,1006
302,1469
303,1469
304,1552
306,914
307,11
307,914
309,484
313,259
313,287
323,432
324,788
326,1037
330,504
330,788
331,788
333,233
333,484
333,1007
335,1033
337,125
338,519
338,861
339,195
340,269
341,1038
342,1008
343,1014
343,1046
344,413
345,524
345,1032
346,1006
348,242
349,256
349,1467
350,1039
350,1443
350,1446
351,1438
351,1443
351,1444
351,1446
351,1448
351,1449
351,1450
351,1454
351,1458
352,1035
352,1451
353,1034
353,1040
353,1447
353,1486
354,270
354,396
358,481
361,1033
362,482
363,212
364,206
364,484
366,483
367,485
368,486
371,489
371,494
372,488
372,506
373,481
374,1041
376,402
376,403
376,404
376,405
377,401
377,402
377,403
377,404
379,402
379,403
380,402
382,402
382,403
382,404
382,407
382,409
382,414
383,402
383,403
383,404
383,408
383,409
383,413
384,393
384,496
385,402
385,403
386,1457
387,403
388,401
388,403
388,407
388,410
388,411
389,403
390,278
393,464
393,468
393,469
393,1537
394,254
394,468
395,459
395,460
395,463
395,464
395,465
395,466
395,468
395,469
395,470
395,471
395,1004
395,1031
396,459
396,460
396,464
396,465
396,466
396,468
396,469
396,470
396,471
396,475
396,1004
396,1027
397,250
397,468
397,1027
399,277
400,648
401,194
406,254
408,517
412,54
412,1028
412,1029
413,13
413,1466
414,210
414,1466
414,1467
416,246
416,1030
418,208
421,179
422,179
429,175
431,258
431,1025
434,264
435,1026
436,1023
437,491
437,1023
438,1023
440,1024
441,1027
442,1027
443,1027
449,1026
450,1027
452,168
456,477
458,175
459,64
459,255
460,58
461,495
466,1045
467,621
469,178
470,168
470,494
470,495
475,495
475,497
475,498
476,410
476,495
477,410
478,301
484,1044
485,236
489,188
492,246
493,209
494,175
494,414
494,479
495,14
495,414
499,480
499,481
499,555
500,207
501,500
502,415
502,500
502,501
502,502
502,505
503,75
503,501
503,502
503,503
504,502
507,168
510,261
512,220
512,268
514,483
514,498
515,498
518,546
519,221
519,232
519,419
520,221
520,264
521,196
521,415
523,216
523,286
523,417
524,217
524,254
524,257
526,420
526,512
528,511
531,223
532,219
533,252
542,200
545,153
545,173
545,225
549,219
557,221
557,263
558,1592
561,291
562,237
563,195
563,234
563,418
564,203
564,553
567,551
567,571
568,238
571,719
573,267
575,195
577,243
579,671
580,216
581,228
583,309
585,571
585,718
586,718
586,720
587,219
587,714
587,715
587,716
587,717
587,718
587,719
587,720
587,721
587,722
588,191
588,718
589,565
589,566
589,718
590,490
590,565
590,566
590,721
596,486
596,487
596,490
596,491
596,492
596,493
597,218
597,237
597,516
598,490
598,516
600,720
602,517
603,186
603,279
603,518
604,515
604,518
604,521
610,199
614,491
615,192
618,204
619,719
627,248
628,248
631,277
632,798
633,188
633,499
634,236
634,499
635,1552
637,230
637,539
638,1556
640,197
643,224
644,298
646,188
647,560
649,905
650,187
653,601
654,251
654,564
655,564
658,563
660,256
663,198
665,240
668,531
669,531
670,509
670,531
674,81
674,226
675,217
675,625
677,214
680,229
680,732
681,681
682,732
683,505
685,732
690,172
690,207
690,244
690,583
695,238
695,733
695,734
698,225
699,169
699,734
700,536
700,724
701,724
702,536
705,502
705,503
708,1028
710,514
710,1010
712,216
712,514
712,572
712,681
712,1008
713,514
716,835
717,195
717,720
720,580
721,689
722,836
723,271
724,738
725,738
726,208
727,840
730,210
731,827
732,215
732,838
735,1007
736,193
736,1007
738,562
738,563
740,272
741,306
741,558
742,248
744,268
744,557
744,1012
744,1382
745,223
745,557
745,1382
746,511
746,512
748,557
749,512
750,275
752,1036
754,252
755,562
758,519
760,258
762,242
762,249
763,560
763,1012
765,832
765,1335
765,1336
766,519
768,1335
769,256
770,255
771,244
774,194
775,188
775,827
776,242
778,248
778,763
778,828
779,1521
780,763
780,1521
781,517
782,763
784,247
789,1384
789,1385
790,1384
791,105
794,107
794,188
794,1296
797,236
799,311
801,268
802,517
804,514
804,517
804,518
807,322
808,1307
810,1305
811,525
812,248
814,269
819,1357
820,107
823,1260
824,1260
824,1296
824,1383
825,1302
825,1356
825,1357
825,1358
826,1356
826,1357
826,1358
828,883
828,884
834,294
834,1259
834,1298
835,1259
835,1307
836,735
838,1546
839,267
840,1301
842,1345
843,244
844,1299
844,1345
845,1593
846,996
847,996
849,1293
850,242
850,524
851,1029
853,1297
854,303
856,522
856,1290
857,520
857,522
857,776
